Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
27.11.2020,15:44,Jernbanen,58.966341,5.732047,273
27.11.2020,15:44,Valberget,58.9721884,5.7299647,82
27.11.2020,15:44,Posten,58.969721,5.729923,113
27.11.2020,15:44,Jorenholmen,58.971964,5.736688,245
27.11.2020,15:44,St Olav,58.966764,5.730807,357
27.11.2020,15:44,Siddis,58.954126,5.694017,315
27.11.2020,15:44,Forum,58.9523279,5.7046637,63
27.11.2020,15:44,Kyrre,58.969491,5.726946,238
27.11.2020,15:44,Parketten,58.975601,5.721537,62
27.11.2020,15:48,Jernbanen,58.966341,5.732047,272
27.11.2020,15:48,Valberget,58.9721884,5.7299647,80
27.11.2020,15:48,Posten,58.969721,5.729923,113
27.11.2020,15:48,Jorenholmen,58.971964,5.736688,251
27.11.2020,15:48,St Olav,58.966764,5.730807,361
27.11.2020,15:48,Siddis,58.954126,5.694017,315
27.11.2020,15:48,Forum,58.9523279,5.7046637,65
27.11.2020,15:48,Kyrre,58.969491,5.726946,238
27.11.2020,15:48,Parketten,58.975601,5.721537,63
27.11.2020,15:52,Jernbanen,58.966341,5.732047,269
27.11.2020,15:52,Valberget,58.9721884,5.7299647,79
27.11.2020,15:52,Posten,58.969721,5.729923,114
27.11.2020,15:52,Jorenholmen,58.971964,5.736688,245
27.11.2020,15:52,St Olav,58.966764,5.730807,366
27.11.2020,15:52,Siddis,58.954126,5.694017,315
27.11.2020,15:52,Forum,58.9523279,5.7046637,66
27.11.2020,15:52,Kyrre,58.969491,5.726946,241
27.11.2020,15:52,Parketten,58.975601,5.721537,63
