Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
20.11.2020,20:16,Jernbanen,58.966341,5.732047,261
20.11.2020,20:16,Valberget,58.9721884,5.7299647,95
20.11.2020,20:16,Posten,58.969721,5.729923,106
20.11.2020,20:16,Jorenholmen,58.971964,5.736688,394
20.11.2020,20:16,St Olav,58.966764,5.730807,347
20.11.2020,20:16,Siddis,58.954126,5.694017,320
20.11.2020,20:16,Forum,58.9523279,5.7046637,683
20.11.2020,20:16,Kyrre,58.969491,5.726946,237
20.11.2020,20:16,Parketten,58.975601,5.721537,524
20.11.2020,20:20,Jernbanen,58.966341,5.732047,262
20.11.2020,20:20,Valberget,58.9721884,5.7299647,96
20.11.2020,20:20,Posten,58.969721,5.729923,104
20.11.2020,20:20,Jorenholmen,58.971964,5.736688,392
20.11.2020,20:20,St Olav,58.966764,5.730807,346
20.11.2020,20:20,Siddis,58.954126,5.694017,320
20.11.2020,20:20,Forum,58.9523279,5.7046637,683
20.11.2020,20:20,Kyrre,58.969491,5.726946,237
20.11.2020,20:20,Parketten,58.975601,5.721537,524
20.11.2020,20:24,Jernbanen,58.966341,5.732047,268
20.11.2020,20:24,Valberget,58.9721884,5.7299647,97
20.11.2020,20:24,Posten,58.969721,5.729923,103
20.11.2020,20:24,Jorenholmen,58.971964,5.736688,392
20.11.2020,20:24,St Olav,58.966764,5.730807,347
20.11.2020,20:24,Siddis,58.954126,5.694017,320
20.11.2020,20:24,Forum,58.9523279,5.7046637,683
20.11.2020,20:24,Kyrre,58.969491,5.726946,237
20.11.2020,20:24,Parketten,58.975601,5.721537,524
20.11.2020,20:28,Jernbanen,58.966341,5.732047,269
20.11.2020,20:28,Valberget,58.9721884,5.7299647,97
20.11.2020,20:28,Posten,58.969721,5.729923,106
20.11.2020,20:28,Jorenholmen,58.971964,5.736688,393
20.11.2020,20:28,St Olav,58.966764,5.730807,349
20.11.2020,20:28,Siddis,58.954126,5.694017,320
20.11.2020,20:28,Forum,58.9523279,5.7046637,683
20.11.2020,20:28,Kyrre,58.969491,5.726946,239
20.11.2020,20:28,Parketten,58.975601,5.721537,524
